ORDER NUMBER,ORDER DATE,ITEM NAME,QUANTITY,PRODUCT PRICE,TOTAL PRODUCTS
12365,07/12/2018 19:38,Red Sauce,1,0.5,18
12365,07/12/2018 19:38,Onion Chutney,2,0.5,18
12365,07/12/2018 19:38,Mango Chutney,1,0.5,18
12364,07/12/2018 19:36,Mango Chutney,1,0.5,7
12362,07/12/2018 19:23,Mango Chutney,1,0.5,7
12362,07/12/2018 19:23,Mint Sauce,1,0.5,7
12354,07/12/2018 18:38,Red Sauce,1,0.5,5
12345,06/12/2018 19:22,Mango Chutney,1,0.5,2
12344,06/12/2018 19:09,Onion Chutney,1,0.5,8
12342,06/12/2018 18:37,Mint Sauce,1,0.5,5
12341,06/12/2018 18:16,Mango Chutney,1,0.5,7
12327,04/12/2018 21:00,Onion Chutney,1,0.5,6
12327,04/12/2018 21:00,Red Sauce,1,0.5,6
12326,04/12/2018 20:31,Mint Sauce,1,0.5,9
12326,04/12/2018 20:31,Onion Chutney,1,0.5,9
12324,04/12/2018 19:28,Mango Chutney,2,0.5,8
12319,03/12/2018 18:57,Mint Sauce,2,0.5,6
12317,03/12/2018 18:15,Red Sauce,1,0.5,8
12317,03/12/2018 18:15,Mango Chutney,1,0.5,8
12315,03/12/2018 17:41,Mint Sauce,2,0.5,10
12315,03/12/2018 17:41,Onion Chutney,2,0.5,10
12315,03/12/2018 17:41,Red Sauce,1,0.5,10
12309,02/12/2018 18:52,Onion Chutney,1,0.5,4
12304,02/12/2018 18:32,Mango Chutney,1,0.5,4
12301,02/12/2018 18:03,Mango Chutney,1,0.5,9
12301,02/12/2018 18:03,Onion Chutney,1,0.5,9
12299,02/12/2018 17:36,Mango Chutney,2,0.5,5
12299,02/12/2018 17:36,Mint Sauce,1,0.5,5
12293,01/12/2018 19:54,Mango Chutney,1,0.5,8
12292,01/12/2018 19:52,Mango Chutney,2,0.5,12
12292,01/12/2018 19:52,Mint Sauce,1,0.5,12
12292,01/12/2018 19:52,Onion Chutney,2,0.5,12
12291,01/12/2018 19:37,Mint Sauce,1,0.5,10
12291,01/12/2018 19:37,Onion Chutney,1,0.5,10
12288,01/12/2018 18:59,Mango Chutney,1,0.5,10
12288,01/12/2018 18:59,Mint Sauce,1,0.5,10
12285,01/12/2018 18:36,Mango Chutney,2,0.5,10
12285,01/12/2018 18:36,Mint Sauce,2,0.5,10
12283,01/12/2018 18:25,Onion Chutney,1,0.5,10
12283,01/12/2018 18:25,Mint Sauce,1,0.5,10
12283,01/12/2018 18:25,Lime Pickle,1,0.5,10
12278,01/12/2018 17:58,Mango Chutney,1,0.5,12
12278,01/12/2018 17:58,Mint Sauce,1,0.5,12
12278,01/12/2018 17:58,Lime Pickle,1,0.5,12
12277,01/12/2018 17:50,Mango Chutney,1,0.5,7
12277,01/12/2018 17:50,Mint Sauce,1,0.5,7
12275,01/12/2018 17:41,Mango Chutney,1,0.5,7
12268,30/11/2018 21:41,Onion Chutney,1,0.5,7
12268,30/11/2018 21:41,Mango Chutney,1,0.5,7
12266,30/11/2018 21:05,Mango Chutney,1,0.5,7
12265,30/11/2018 20:47,Lime Pickle,1,0.5,4
12264,30/11/2018 20:44,Mint Sauce,2,0.5,6
12259,30/11/2018 20:00,Mint Sauce,2,0.5,6
12258,30/11/2018 19:33,Mango Chutney,2,0.5,4
12256,30/11/2018 19:12,Mango Chutney,1,0.5,9
12256,30/11/2018 19:12,Mint Sauce,1,0.5,9
12256,30/11/2018 19:12,Red Sauce,1,0.5,9
12254,30/11/2018 19:10,Mango Chutney,1,0.5,8
12254,30/11/2018 19:10,Mint Sauce,1,0.5,8
12253,30/11/2018 19:10,Mango Chutney,1,0.5,11
12253,30/11/2018 19:10,Mint Sauce,1,0.5,11
12252,30/11/2018 19:06,Mint Sauce,2,0.5,6
12251,30/11/2018 18:59,Red Sauce,1,0.5,9
12244,30/11/2018 18:25,Mango Chutney,1,0.5,13
12244,30/11/2018 18:25,Mint Sauce,1,0.5,13
12244,30/11/2018 18:25,Onion Chutney,2,0.5,13
12244,30/11/2018 18:25,Red Sauce,1,0.5,13
12240,30/11/2018 18:03,Mango Chutney,4,0.5,15
12240,30/11/2018 18:03,Onion Chutney,2,0.5,15
12240,30/11/2018 18:03,Mint Sauce,2,0.5,15
12238,30/11/2018 17:19,Mint Sauce,1,0.5,10
12238,30/11/2018 17:19,Mango Chutney,1,0.5,10
12237,30/11/2018 17:16,Mint Sauce,1,0.5,7
12236,30/11/2018 17:10,Mango Chutney,1,0.5,6
12225,28/11/2018 20:11,Mango Chutney,1,0.5,5
12223,28/11/2018 19:36,Onion Chutney,1,0.5,6
12223,28/11/2018 19:36,Red Sauce,1,0.5,6
12223,28/11/2018 19:36,Mint Sauce,1,0.5,6
12211,27/11/2018 11:48,Mango Chutney,1,0.5,3
12197,25/11/2018 18:47,Onion Chutney,1,0.5,10
12197,25/11/2018 18:47,Mango Chutney,1,0.5,10
12196,25/11/2018 18:37,Mint Sauce,1,0.5,8
12196,25/11/2018 18:37,Onion Chutney,1,0.5,8
12196,25/11/2018 18:37,Mango Chutney,1,0.5,8
12194,25/11/2018 18:12,Mint Sauce,1,0.5,11
12193,25/11/2018 17:40,Mango Chutney,1,0.5,7
12192,25/11/2018 17:33,Mango Chutney,1,0.5,8
12185,24/11/2018 21:12,Mango Chutney,1,0.5,5
12180,24/11/2018 19:16,Mango Chutney,2,0.5,8
12180,24/11/2018 19:16,Mint Sauce,2,0.5,8
12179,24/11/2018 18:47,Mango Chutney,1,0.5,8
12179,24/11/2018 18:47,Mint Sauce,1,0.5,8
12178,24/11/2018 18:29,Onion Chutney,1,0.5,9
12178,24/11/2018 18:29,Mango Chutney,1,0.5,9
12176,24/11/2018 18:25,Mango Chutney,2,0.5,5
12176,24/11/2018 18:25,Mint Sauce,1,0.5,5
12173,24/11/2018 18:11,Mint Sauce,1,0.5,5
12171,24/11/2018 18:00,Mint Sauce,2,0.5,5
12169,24/11/2018 17:13,Mango Chutney,1,0.5,8
12169,24/11/2018 17:13,Mint Sauce,1,0.5,8
12160,23/11/2018 19:20,Mango Chutney,1,0.5,9
12160,23/11/2018 19:20,Mint Sauce,1,0.5,9
12160,23/11/2018 19:20,Onion Chutney,1,0.5,9
